鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number
楊梅區,房地(土地+建物)+車位,桃園市楊梅區金山街298巷61~90號,27.46,住,,,1090110,土地1建物1車位1,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1021115,164.26999999999998,3,2,2,有,有,5700000,34699,坡道平面,39.81,0,,RPSNMLKMJHPFFDH38CA
楊梅區,房地(土地+建物),桃園市楊梅區梅山西街1~30號,106.0,商,,,1081226,土地3建物1車位0,一層，二層，騎樓,二層,店面(店鋪),住家用,加強磚造,0590705,125.96,3,2,3,有,無,13000000,103207,,0.0,0,"一,二樓後方及三樓全部有增建",RPTNMLLMJHPFFDH58CA
新屋區,土地,新洲段1231~1260地號,109.18,住,,,1090108,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6934200,63512,,0.0,0,,RPUNMLOJKHPFFDH78CA
楊梅區,房地(土地+建物)+車位,桃園市楊梅區三民路二段119巷1~30號,20.36,,山坡地保育區,丙種建築用地,1081206,土地2建物1車位1,五層,十一層,套房(1房1廳1衛),住家用,鋼筋混凝土造,0850610,95.16,1,1,1,有,無,3000000,31526,坡道平面,0.0,0,,RPUNMLRJKHPFFDH09CA
楊梅區,房地(土地+建物),桃園市楊梅區甡甡路902巷91~120號,72.1,,山坡地保育區,丙種建築用地,1081123,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0871009,105.52000000000001,4,2,2,有,無,1500000,14215,,0.0,0,,RPPNMLLKKHPFFDH08CA
楊梅區,房地(土地+建物),桃園市楊梅區湖山街42巷1~30號,46.81,,山坡地保育區,丙種建築用地,1081225,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0851009,87.61,3,2,1,有,無,2350000,26823,,0.0,0,,RPSOMLNKKHPFFDH68CA
新屋區,土地,青田段811~840地號,437.36,,特定農業區,丁種建築用地,1081220,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,6879600,15730,,0.0,0,本案與另28筆土地共購,RPQNMLLLKHPFFDH28CA
新屋區,土地,青田段811~840地號,2080.72,,特定農業區,農牧用地,1081220,土地28建物0車位0,,,其他,,,,0.0,0,0,0,有,無,11533140,5543,,0.0,0,本案與另三筆土地共購,RPRNMLLLKHPFFDH38CA
蘆竹區,土地,坑子外段外社小段421~450地號,141.75,,一般農業區,農牧用地,1081211,土地3建物0車位0,,,其他,,,,0.0,0,0,0,有,無,650000,4586,,0.0,0,,RPXRMLLLJHPFFEH76CA
蘆竹區,土地,坑子口段後壁厝小段331~360地號,161.67,,一般農業區,農牧用地,1090110,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,3667815,22687,,0.0,0,,RPSOMLMLJHPFFEH68CA
